Brute Force,Recursion,Stack,General Solution,Binary Trick
0.0010368824005126953,8.893013000488281e-05,3.504753112792969e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0010390281677246094,9.202957153320312e-05,3.504753112792969e-05,7.152557373046875e-06,1.2874603271484375e-05
0.001035928726196289,9.012222290039062e-05,3.62396240234375e-05,7.867813110351562e-06,1.2636184692382812e-05
0.0010433197021484375,9.107589721679688e-05,3.5762786865234375e-05,6.9141387939453125e-06,1.2159347534179688e-05
0.0010542869567871094,9.107589721679688e-05,3.62396240234375e-05,7.867813110351562e-06,1.2874603271484375e-05
0.0010769367218017578,0.00010013580322265625,3.504753112792969e-05,8.106231689453125e-06,1.2159347534179688e-05
0.0010900497436523438,9.179115295410156e-05,4.1961669921875e-05,9.298324584960938e-06,1.3113021850585938e-05
0.0011010169982910156,9.226799011230469e-05,4.506111145019531e-05,7.867813110351562e-06,1.2636184692382812e-05
0.001094818115234375,9.512901306152344e-05,3.695487976074219e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0011262893676757812,9.393692016601562e-05,3.695487976074219e-05,8.106231689453125e-06,1.3113021850585938e-05
0.0011200904846191406,9.512901306152344e-05,3.600120544433594e-05,8.106231689453125e-06,1.2159347534179688e-05
0.0012018680572509766,9.679794311523438e-05,3.814697265625e-05,8.821487426757812e-06,1.2159347534179688e-05
0.0011410713195800781,9.703636169433594e-05,3.695487976074219e-05,7.867813110351562e-06,1.2874603271484375e-05
0.0013766288757324219,9.679794311523438e-05,3.814697265625e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0015840530395507812,9.703636169433594e-05,3.814697265625e-05,8.344650268554688e-06,1.1920928955078125e-05
0.0015909671783447266,9.894371032714844e-05,3.814697265625e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0015330314636230469,0.00010585784912109375,3.790855407714844e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0015149116516113281,0.0001010894775390625,3.790855407714844e-05,7.867813110351562e-06,1.3113021850585938e-05
0.0015521049499511719,0.00010704994201660156,3.886222839355469e-05,8.344650268554688e-06,1.3113021850585938e-05
0.0014710426330566406,0.00010395050048828125,4.00543212890625e-05,8.106231689453125e-06,1.2159347534179688e-05
0.0014801025390625,0.00010085105895996094,3.981590270996094e-05,7.867813110351562e-06,1.3113021850585938e-05
0.001432180404663086,0.0001010894775390625,3.886222839355469e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0014379024505615234,0.00010204315185546875,4.00543212890625e-05,8.106231689453125e-06,1.2874603271484375e-05
0.0014400482177734375,0.00010418891906738281,4.00543212890625e-05,8.106231689453125e-06,1.2159347534179688e-05
0.001405954360961914,0.00010323524475097656,4.00543212890625e-05,7.867813110351562e-06,1.3113021850585938e-05
0.0014579296112060547,0.00010800361633300781,4.100799560546875e-05,7.867813110351562e-06,1.1682510375976562e-05
0.0014309883117675781,0.00011324882507324219,4.029273986816406e-05,7.867813110351562e-06,1.2159347534179688e-05
0.001458883285522461,0.00010609626770019531,4.100799560546875e-05,8.344650268554688e-06,1.3113021850585938e-05
0.0014331340789794922,0.00010895729064941406,4.100799560546875e-05,7.867813110351562e-06,1.1920928955078125e-05
0.001486063003540039,0.00010585784912109375,4.076957702636719e-05,7.867813110351562e-06,1.3113021850585938e-05
0.001486063003540039,0.00011014938354492188,4.38690185546875e-05,7.867813110351562e-06,1.1920928955078125e-05
0.001538991928100586,0.00010704994201660156,4.363059997558594e-05,7.3909759521484375e-06,1.2874603271484375e-05
0.0015287399291992188,0.00011205673217773438,4.291534423828125e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0016078948974609375,0.00011086463928222656,4.267692565917969e-05,6.9141387939453125e-06,1.1682510375976562e-05
0.0016248226165771484,0.00011086463928222656,4.291534423828125e-05,6.9141387939453125e-06,1.3113021850585938e-05
0.0016508102416992188,0.00011992454528808594,4.410743713378906e-05,6.9141387939453125e-06,1.1920928955078125e-05
0.0015873908996582031,0.00011301040649414062,4.410743713378906e-05,8.344650268554688e-06,1.2636184692382812e-05
0.0018990039825439453,0.00011801719665527344,4.410743713378906e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0017368793487548828,0.00011086463928222656,4.38690185546875e-05,7.867813110351562e-06,1.2874603271484375e-05
0.0019161701202392578,0.00011181831359863281,4.410743713378906e-05,7.867813110351562e-06,1.1920928955078125e-05
0.001851797103881836,0.00011396408081054688,4.410743713378906e-05,8.344650268554688e-06,1.1920928955078125e-05
0.0017750263214111328,0.00011396408081054688,4.506111145019531e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0017070770263671875,0.00011372566223144531,4.410743713378906e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0018720626831054688,0.00011420249938964844,4.506111145019531e-05,6.9141387939453125e-06,1.2874603271484375e-05
0.0017237663269042969,0.00011491775512695312,4.506111145019531e-05,8.106231689453125e-06,1.1682510375976562e-05
0.0017347335815429688,0.00011587142944335938,4.57763671875e-05,7.152557373046875e-06,1.3113021850585938e-05
0.0017437934875488281,0.00011706352233886719,4.601478576660156e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0017919540405273438,0.00011801719665527344,4.601478576660156e-05,8.106231689453125e-06,1.2874603271484375e-05
0.0017690658569335938,0.00011801719665527344,4.6253204345703125e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0018830299377441406,0.00012111663818359375,4.57763671875e-05,8.344650268554688e-06,1.3113021850585938e-05
0.0018448829650878906,0.00011920928955078125,4.57763671875e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0018410682678222656,0.0001201629638671875,4.673004150390625e-05,7.867813110351562e-06,1.3113021850585938e-05
0.0018720626831054688,0.00012302398681640625,4.696846008300781e-05,7.867813110351562e-06,1.3113021850585938e-05
0.0018758773803710938,0.00012111663818359375,4.696846008300781e-05,8.344650268554688e-06,1.1920928955078125e-05
0.0018889904022216797,0.00012111663818359375,4.696846008300781e-05,8.106231689453125e-06,1.2874603271484375e-05
0.0019168853759765625,0.0001347064971923828,4.8160552978515625e-05,7.867813110351562e-06,1.1920928955078125e-05
0.001940011978149414,0.00012302398681640625,4.792213439941406e-05,7.867813110351562e-06,1.2874603271484375e-05
0.0019609928131103516,0.00012421607971191406,4.887580871582031e-05,7.152557373046875e-06,1.1920928955078125e-05
0.001967191696166992,0.00012612342834472656,5.1021575927734375e-05,8.344650268554688e-06,1.1920928955078125e-05
0.001997232437133789,0.00012373924255371094,5.030632019042969e-05,8.106231689453125e-06,1.2874603271484375e-05
0.0020978450775146484,0.00012493133544921875,4.9114227294921875e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0020651817321777344,0.000125885009765625,4.935264587402344e-05,8.106231689453125e-06,1.2636184692382812e-05
0.002048015594482422,0.00012803077697753906,4.9114227294921875e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0018939971923828125,0.0001270771026611328,4.887580871582031e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0018851757049560547,0.00015211105346679688,4.887580871582031e-05,8.106231689453125e-06,1.3113021850585938e-05
0.0019392967224121094,0.0001289844512939453,4.982948303222656e-05,7.867813110351562e-06,1.1920928955078125e-05
0.001940011978149414,0.00015282630920410156,5.0067901611328125e-05,8.106231689453125e-06,1.3113021850585938e-05
0.0019409656524658203,0.0001518726348876953,5.1021575927734375e-05,8.821487426757812e-06,1.1920928955078125e-05
0.001956939697265625,0.00014090538024902344,5.221366882324219e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0019850730895996094,0.0001399517059326172,5.1021575927734375e-05,8.821487426757812e-06,1.2159347534179688e-05
0.0021600723266601562,0.0001361370086669922,5.1021575927734375e-05,8.821487426757812e-06,1.2159347534179688e-05
0.0021979808807373047,0.00013709068298339844,5.078315734863281e-05,7.867813110351562e-06,1.2159347534179688e-05
0.002187013626098633,0.00014591217041015625,5.1021575927734375e-05,7.867813110351562e-06,1.2874603271484375e-05
0.0022470951080322266,0.00013589859008789062,5.1975250244140625e-05,8.106231689453125e-06,1.2159347534179688e-05
0.002249002456665039,0.0001399517059326172,5.1975250244140625e-05,7.867813110351562e-06,1.2159347534179688e-05
0.002262115478515625,0.00015211105346679688,5.221366882324219e-05,9.059906005859375e-06,1.2159347534179688e-05
0.002273082733154297,0.0001819133758544922,5.1975250244140625e-05,8.344650268554688e-06,1.2159347534179688e-05
0.002293109893798828,0.00017690658569335938,5.1975250244140625e-05,9.059906005859375e-06,1.2159347534179688e-05
0.0023288726806640625,0.00016808509826660156,5.2928924560546875e-05,8.106231689453125e-06,1.2159347534179688e-05
0.0021657943725585938,0.0001552104949951172,5.2928924560546875e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0021619796752929688,0.00013899803161621094,5.316734313964844e-05,8.106231689453125e-06,1.2159347534179688e-05
0.002227306365966797,0.00013899803161621094,5.2928924560546875e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0022132396697998047,0.00013899803161621094,5.2928924560546875e-05,7.867813110351562e-06,1.3113021850585938e-05
0.0022330284118652344,0.0001418590545654297,5.316734313964844e-05,7.867813110351562e-06,1.1682510375976562e-05
0.0022411346435546875,0.000141143798828125,5.412101745605469e-05,8.821487426757812e-06,1.2874603271484375e-05
0.002271890640258789,0.0001430511474609375,5.412101745605469e-05,8.821487426757812e-06,1.1920928955078125e-05
0.0022852420806884766,0.000141143798828125,5.507469177246094e-05,7.867813110351562e-06,1.2636184692382812e-05
0.002324819564819336,0.0001418590545654297,5.507469177246094e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0023169517517089844,0.0001437664031982422,5.507469177246094e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0023641586303710938,0.0001430511474609375,5.507469177246094e-05,9.059906005859375e-06,1.1920928955078125e-05
0.002360105514526367,0.00014591217041015625,5.602836608886719e-05,8.106231689453125e-06,1.3113021850585938e-05
0.0023758411407470703,0.00014472007751464844,5.602836608886719e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0023946762084960938,0.00014591217041015625,5.602836608886719e-05,7.867813110351562e-06,1.3113021850585938e-05
0.002427816390991211,0.0001461505889892578,5.602836608886719e-05,7.867813110351562e-06,1.3113021850585938e-05
0.0024330615997314453,0.0001499652862548828,5.6743621826171875e-05,7.867813110351562e-06,1.2159347534179688e-05
0.002471923828125,0.0001468658447265625,5.698204040527344e-05,8.344650268554688e-06,1.2159347534179688e-05
0.002463102340698242,0.00014710426330566406,5.817413330078125e-05,7.867813110351562e-06,1.2159347534179688e-05
0.0025169849395751953,0.00015091896057128906,5.817413330078125e-05,7.867813110351562e-06,1.2874603271484375e-05
0.0025272369384765625,0.00014901161193847656,5.793571472167969e-05,9.059906005859375e-06,1.2159347534179688e-05
0.0025360584259033203,0.00014901161193847656,5.793571472167969e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0025589466094970703,0.0001506805419921875,5.793571472167969e-05,7.867813110351562e-06,1.1682510375976562e-05
0.0025780200958251953,0.00015115737915039062,5.793571472167969e-05,9.059906005859375e-06,1.3113021850585938e-05
0.0025908946990966797,0.00015211105346679688,5.888938903808594e-05,9.059906005859375e-06,1.1920928955078125e-05
0.002626180648803711,0.00015592575073242188,5.888938903808594e-05,7.867813110351562e-06,1.2159347534179688e-05
0.002624988555908203,0.0001537799835205078,5.888938903808594e-05,8.106231689453125e-06,1.1920928955078125e-05
0.002687215805053711,0.0001537799835205078,5.888938903808594e-05,7.867813110351562e-06,1.1920928955078125e-05
0.0026650428771972656,0.00015783309936523438,5.984306335449219e-05,8.106231689453125e-06,1.1920928955078125e-05
0.002694845199584961,0.00015425682067871094,5.888938903808594e-05,8.106231689453125e-06,1.1920928955078125e-05
0.0027000904083251953,0.00015497207641601562,5.984306335449219e-05,8.106231689453125e-06,1.3113021850585938e-05
0.002749919891357422,0.00015592575073242188,6.008148193359375e-05,8.106231689453125e-06,1.1920928955078125e-05
