Brute Force,Coprime Decomposition,Recursion,Stack,General Solution,Binary Trick,Read List
0.0002779960632324219,0.00017213821411132812,2.7894973754882812e-05,1.0013580322265625e-05,8.106231689453125e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0002751350402832031,0.00015687942504882812,2.6941299438476562e-05,1.0251998901367188e-05,7.867813110351562e-06,1.3113021850585938e-05,7.152557373046875e-06
0.0002880096435546875,0.0001571178436279297,2.6702880859375e-05,1.0013580322265625e-05,8.106231689453125e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.00029015541076660156,0.0001480579376220703,2.7894973754882812e-05,1.0967254638671875e-05,7.867813110351562e-06,1.2874603271484375e-05,6.198883056640625e-06
0.0003199577331542969,0.00014901161193847656,2.7894973754882812e-05,1.0013580322265625e-05,8.106231689453125e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0003039836883544922,0.0001552104949951172,2.9087066650390625e-05,1.0967254638671875e-05,8.106231689453125e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0003161430358886719,0.00022101402282714844,3.0040740966796875e-05,1.0967254638671875e-05,8.106231689453125e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0003199577331542969,0.00015306472778320312,2.9802322387695312e-05,1.0967254638671875e-05,7.867813110351562e-06,1.3113021850585938e-05,6.198883056640625e-06
0.000347137451171875,0.00018715858459472656,3.0994415283203125e-05,1.0967254638671875e-05,7.867813110351562e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.00034999847412109375,0.00017499923706054688,3.0994415283203125e-05,1.1682510375976562e-05,7.867813110351562e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0003631114959716797,0.00016307830810546875,3.1948089599609375e-05,1.0967254638671875e-05,9.059906005859375e-06,1.2159347534179688e-05,6.9141387939453125e-06
0.0003609657287597656,0.0002129077911376953,3.1948089599609375e-05,1.2159347534179688e-05,7.867813110351562e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0003848075866699219,0.00016188621520996094,3.3855438232421875e-05,1.2159347534179688e-05,7.867813110351562e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0003342628479003906,0.00021195411682128906,3.314018249511719e-05,1.3113021850585938e-05,7.867813110351562e-06,1.2159347534179688e-05,6.9141387939453125e-06
0.0003497600555419922,0.00021314620971679688,3.2901763916015625e-05,1.1920928955078125e-05,8.106231689453125e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0003478527069091797,0.00017404556274414062,3.4809112548828125e-05,1.3113021850585938e-05,8.106231689453125e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.00037384033203125,0.00017213821411132812,3.600120544433594e-05,1.3113021850585938e-05,8.106231689453125e-06,1.2159347534179688e-05,5.7220458984375e-06
0.00037288665771484375,0.00014972686767578125,3.600120544433594e-05,1.3113021850585938e-05,8.344650268554688e-06,1.1920928955078125e-05,5.7220458984375e-06
0.00039386749267578125,0.00020694732666015625,3.62396240234375e-05,1.3113021850585938e-05,9.059906005859375e-06,1.2159347534179688e-05,6.9141387939453125e-06
0.00038909912109375,0.0002129077911376953,3.695487976074219e-05,1.3113021850585938e-05,8.106231689453125e-06,1.2159347534179688e-05,5.7220458984375e-06
0.00040793418884277344,0.0001728534698486328,3.6716461181640625e-05,1.3828277587890625e-05,9.059906005859375e-06,1.1920928955078125e-05,5.7220458984375e-06
0.0004112720489501953,0.00015473365783691406,3.790855407714844e-05,1.4066696166992188e-05,7.867813110351562e-06,1.3113021850585938e-05,6.9141387939453125e-06
0.0004239082336425781,0.0002052783966064453,3.790855407714844e-05,1.3113021850585938e-05,8.344650268554688e-06,1.2159347534179688e-05,5.7220458984375e-06
0.0004279613494873047,0.0001690387725830078,3.910064697265625e-05,1.6927719116210938e-05,8.106231689453125e-06,1.0967254638671875e-05,5.9604644775390625e-06
0.0004761219024658203,1.1205673217773438e-05,3.981590270996094e-05,1.5020370483398438e-05,8.106231689453125e-06,1.3113021850585938e-05,6.9141387939453125e-06
0.0004661083221435547,0.00027871131896972656,4.00543212890625e-05,1.71661376953125e-05,7.867813110351562e-06,1.2636184692382812e-05,5.9604644775390625e-06
0.0004799365997314453,0.00029206275939941406,4.100799560546875e-05,1.6927719116210938e-05,8.106231689453125e-06,1.1920928955078125e-05,7.152557373046875e-06
0.0004868507385253906,0.0003859996795654297,4.100799560546875e-05,1.5974044799804688e-05,7.867813110351562e-06,1.2874603271484375e-05,5.9604644775390625e-06
0.0005161762237548828,0.00040221214294433594,4.1961669921875e-05,1.621246337890625e-05,8.106231689453125e-06,1.2874603271484375e-05,6.198883056640625e-06
0.0005102157592773438,0.0003368854522705078,4.291534423828125e-05,1.621246337890625e-05,8.106231689453125e-06,1.2159347534179688e-05,7.152557373046875e-06
0.0005350112915039062,0.0003941059112548828,4.291534423828125e-05,1.71661376953125e-05,8.106231689453125e-06,1.3113021850585938e-05,7.152557373046875e-06
0.0005240440368652344,0.0002989768981933594,4.363059997558594e-05,1.71661376953125e-05,7.867813110351562e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0005521774291992188,0.0002951622009277344,4.410743713378906e-05,1.71661376953125e-05,7.867813110351562e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0005519390106201172,0.0003807544708251953,4.506111145019531e-05,1.6927719116210938e-05,7.867813110351562e-06,1.2874603271484375e-05,7.152557373046875e-06
0.0005707740783691406,0.0003020763397216797,4.601478576660156e-05,1.71661376953125e-05,7.867813110351562e-06,1.1920928955078125e-05,6.198883056640625e-06
0.0005738735198974609,0.0003058910369873047,4.601478576660156e-05,1.6689300537109375e-05,8.344650268554688e-06,1.1920928955078125e-05,6.198883056640625e-06
0.0005950927734375,0.00035190582275390625,4.601478576660156e-05,1.7881393432617188e-05,8.106231689453125e-06,1.3113021850585938e-05,6.198883056640625e-06
0.0005939006805419922,0.0003001689910888672,4.696846008300781e-05,1.811981201171875e-05,8.106231689453125e-06,1.1920928955078125e-05,6.9141387939453125e-06
0.0006129741668701172,0.00036787986755371094,4.792213439941406e-05,1.9073486328125e-05,7.867813110351562e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0006122589111328125,0.0003960132598876953,4.792213439941406e-05,1.9073486328125e-05,7.867813110351562e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0006508827209472656,0.0003452301025390625,4.887580871582031e-05,1.9073486328125e-05,8.106231689453125e-06,1.1682510375976562e-05,5.9604644775390625e-06
0.0006520748138427734,0.0002961158752441406,4.887580871582031e-05,2.5033950805664062e-05,8.106231689453125e-06,1.1920928955078125e-05,6.9141387939453125e-06
0.0006737709045410156,0.0003132820129394531,4.982948303222656e-05,2.09808349609375e-05,8.106231689453125e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0006711483001708984,0.00028705596923828125,5.1021575927734375e-05,2.09808349609375e-05,8.821487426757812e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0007021427154541016,0.00043272972106933594,5.1975250244140625e-05,2.09808349609375e-05,7.867813110351562e-06,1.1920928955078125e-05,5.7220458984375e-06
0.000701904296875,0.0003299713134765625,5.2928924560546875e-05,2.002716064453125e-05,8.344650268554688e-06,1.2159347534179688e-05,5.7220458984375e-06
0.0007181167602539062,0.00032210350036621094,5.2928924560546875e-05,2.002716064453125e-05,7.867813110351562e-06,2.002716064453125e-05,5.9604644775390625e-06
0.0007300376892089844,0.0005214214324951172,5.2928924560546875e-05,2.002716064453125e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0008041858673095703,0.0005269050598144531,5.2928924560546875e-05,2.09808349609375e-05,7.867813110351562e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0008041858673095703,0.0002810955047607422,5.412101745605469e-05,2.1219253540039062e-05,1.6689300537109375e-05,1.2159347534179688e-05,6.198883056640625e-06
0.0008161067962646484,0.0002739429473876953,5.507469177246094e-05,2.09808349609375e-05,9.059906005859375e-06,1.2874603271484375e-05,6.198883056640625e-06
0.0007758140563964844,0.00026607513427734375,5.602836608886719e-05,2.09808349609375e-05,1.0013580322265625e-05,1.2159347534179688e-05,6.198883056640625e-06
0.0008072853088378906,0.00027489662170410156,5.602836608886719e-05,2.09808349609375e-05,8.344650268554688e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0008068084716796875,0.00026226043701171875,5.7220458984375e-05,2.193450927734375e-05,7.867813110351562e-06,1.2874603271484375e-05,7.152557373046875e-06
0.0008249282836914062,0.00026106834411621094,5.793571472167969e-05,2.09808349609375e-05,8.106231689453125e-06,1.0967254638671875e-05,6.198883056640625e-06
0.0008459091186523438,0.0002608299255371094,5.7697296142578125e-05,2.193450927734375e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0008409023284912109,0.00025963783264160156,5.793571472167969e-05,2.2172927856445312e-05,7.867813110351562e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0007748603820800781,0.0002639293670654297,5.888938903808594e-05,2.193450927734375e-05,7.152557373046875e-06,1.1682510375976562e-05,5.9604644775390625e-06
0.0008060932159423828,0.0002617835998535156,5.984306335449219e-05,2.3126602172851562e-05,8.821487426757812e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0007889270782470703,0.0002589225769042969,6.079673767089844e-05,2.193450927734375e-05,6.9141387939453125e-06,1.0967254638671875e-05,5.9604644775390625e-06
0.0008199214935302734,0.0002598762512207031,6.103515625e-05,2.3126602172851562e-05,7.867813110351562e-06,1.2159347534179688e-05,6.9141387939453125e-06
0.0008199214935302734,0.0002598762512207031,6.103515625e-05,2.193450927734375e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0008418560028076172,0.00025963783264160156,6.198883056640625e-05,2.4080276489257812e-05,7.867813110351562e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0008389949798583984,0.0002608299255371094,6.341934204101562e-05,2.288818359375e-05,6.9141387939453125e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0009620189666748047,0.00026106834411621094,6.389617919921875e-05,2.288818359375e-05,7.867813110351562e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0008840560913085938,0.000263214111328125,6.389617919921875e-05,2.4080276489257812e-05,7.867813110351562e-06,1.1920928955078125e-05,5.7220458984375e-06
0.0008051395416259766,0.0002601146697998047,6.508827209472656e-05,2.4080276489257812e-05,6.9141387939453125e-06,1.1682510375976562e-05,6.9141387939453125e-06
0.0008020401000976562,0.0002601146697998047,6.604194641113281e-05,2.4080276489257812e-05,8.106231689453125e-06,1.2159347534179688e-05,6.9141387939453125e-06
0.0008678436279296875,0.0002586841583251953,6.4849853515625e-05,2.47955322265625e-05,7.867813110351562e-06,2.47955322265625e-05,6.9141387939453125e-06
0.0008311271667480469,0.0002601146697998047,6.580352783203125e-05,3.504753112792969e-05,8.106231689453125e-06,1.2874603271484375e-05,7.152557373046875e-06
0.0008530616760253906,0.00026106834411621094,6.699562072753906e-05,2.5987625122070312e-05,8.106231689453125e-06,1.3113021850585938e-05,7.152557373046875e-06
0.0008499622344970703,0.00025916099548339844,6.699562072753906e-05,2.6226043701171875e-05,8.106231689453125e-06,1.3113021850585938e-05,7.152557373046875e-06
0.0008931159973144531,0.0002620220184326172,6.794929504394531e-05,2.5033950805664062e-05,7.867813110351562e-06,1.3113021850585938e-05,6.198883056640625e-06
0.0008890628814697266,0.0002598762512207031,6.866455078125e-05,2.47955322265625e-05,7.867813110351562e-06,1.2159347534179688e-05,6.198883056640625e-06
0.0009081363677978516,0.0002880096435546875,6.890296936035156e-05,2.5987625122070312e-05,7.867813110351562e-06,1.1920928955078125e-05,6.198883056640625e-06
0.0008418560028076172,0.00026607513427734375,6.985664367675781e-05,2.6226043701171875e-05,8.106231689453125e-06,1.2874603271484375e-05,6.198883056640625e-06
0.0008690357208251953,0.00026106834411621094,7.081031799316406e-05,2.7179718017578125e-05,8.106231689453125e-06,1.2159347534179688e-05,5.7220458984375e-06
0.0008711814880371094,0.0002598762512207031,7.200241088867188e-05,2.6941299438476562e-05,7.152557373046875e-06,1.3113021850585938e-05,5.7220458984375e-06
0.0008790493011474609,0.00026106834411621094,7.200241088867188e-05,2.5987625122070312e-05,8.344650268554688e-06,1.2159347534179688e-05,6.9141387939453125e-06
0.0008790493011474609,0.00026106834411621094,7.224082946777344e-05,2.6941299438476562e-05,6.9141387939453125e-06,1.1920928955078125e-05,6.9141387939453125e-06
0.0009121894836425781,0.00025963783264160156,7.295608520507812e-05,2.6941299438476562e-05,6.9141387939453125e-06,1.3113021850585938e-05,5.7220458984375e-06
0.000946044921875,0.0002608299255371094,7.295608520507812e-05,2.7179718017578125e-05,7.867813110351562e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0009360313415527344,0.0002601146697998047,7.390975952148438e-05,2.7179718017578125e-05,7.867813110351562e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0009238719940185547,0.00026106834411621094,7.510185241699219e-05,2.8133392333984375e-05,7.867813110351562e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0008859634399414062,0.00025916099548339844,7.581710815429688e-05,2.8133392333984375e-05,7.867813110351562e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0008828639984130859,0.0002608299255371094,7.724761962890625e-05,2.8133392333984375e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0009019374847412109,0.0002608299255371094,7.82012939453125e-05,2.9087066650390625e-05,8.106231689453125e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0009019374847412109,0.0002620220184326172,7.677078247070312e-05,2.8848648071289062e-05,6.9141387939453125e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0009579658508300781,1.0013580322265625e-05,7.82012939453125e-05,2.8848648071289062e-05,9.059906005859375e-06,1.3828277587890625e-05,6.198883056640625e-06
0.0009489059448242188,0.0005159378051757812,7.915496826171875e-05,3.0040740966796875e-05,7.867813110351562e-06,1.3113021850585938e-05,6.198883056640625e-06
0.00096893310546875,0.0005230903625488281,7.915496826171875e-05,3.0040740966796875e-05,6.9141387939453125e-06,1.4066696166992188e-05,5.7220458984375e-06
0.0009632110595703125,0.0005283355712890625,8.0108642578125e-05,3.0279159545898438e-05,7.867813110351562e-06,1.3113021850585938e-05,5.7220458984375e-06
0.0009601116180419922,0.0005049705505371094,8.0108642578125e-05,2.8848648071289062e-05,8.106231689453125e-06,1.3113021850585938e-05,5.7220458984375e-06
0.0009300708770751953,0.0005028247833251953,8.130073547363281e-05,2.9087066650390625e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0009510517120361328,0.0005021095275878906,8.20159912109375e-05,3.0994415283203125e-05,9.059906005859375e-06,1.1920928955078125e-05,6.198883056640625e-06
0.0010001659393310547,0.0005028247833251953,8.20159912109375e-05,3.123283386230469e-05,7.867813110351562e-06,1.3113021850585938e-05,6.198883056640625e-06
0.0011229515075683594,0.0005030632019042969,8.177757263183594e-05,3.0994415283203125e-05,8.106231689453125e-06,1.2874603271484375e-05,6.198883056640625e-06
0.0010819435119628906,0.0005359649658203125,8.296966552734375e-05,3.0994415283203125e-05,8.106231689453125e-06,1.1682510375976562e-05,6.198883056640625e-06
0.0011169910430908203,0.0005199909210205078,8.392333984375e-05,3.0994415283203125e-05,8.106231689453125e-06,1.1920928955078125e-05,6.198883056640625e-06
0.0011332035064697266,0.0005559921264648438,8.392333984375e-05,3.1948089599609375e-05,7.867813110351562e-06,2.3126602172851562e-05,7.152557373046875e-06
0.0011241436004638672,0.0005321502685546875,8.511543273925781e-05,3.1948089599609375e-05,6.9141387939453125e-06,1.4066696166992188e-05,7.152557373046875e-06
0.0010082721710205078,0.0005869865417480469,8.606910705566406e-05,3.0994415283203125e-05,7.867813110351562e-06,1.4066696166992188e-05,6.9141387939453125e-06
0.0009710788726806641,0.0005209445953369141,8.606910705566406e-05,3.1948089599609375e-05,8.106231689453125e-06,1.3113021850585938e-05,6.9141387939453125e-06
0.0009720325469970703,0.0005192756652832031,8.702278137207031e-05,3.1948089599609375e-05,7.867813110351562e-06,1.2636184692382812e-05,6.9141387939453125e-06
0.0010077953338623047,0.0005280971527099609,8.726119995117188e-05,3.218650817871094e-05,8.344650268554688e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0010080337524414062,0.0005152225494384766,8.7738037109375e-05,3.1948089599609375e-05,8.106231689453125e-06,1.4066696166992188e-05,5.9604644775390625e-06
0.001024007797241211,0.0005218982696533203,8.869171142578125e-05,3.2901763916015625e-05,7.867813110351562e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.0010249614715576172,0.0005214214324951172,8.893013000488281e-05,3.1948089599609375e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0010509490966796875,0.0005297660827636719,9.012222290039062e-05,3.314018249511719e-05,7.867813110351562e-06,1.2874603271484375e-05,5.9604644775390625e-06
0.0010519027709960938,0.0005328655242919922,9.202957153320312e-05,3.3855438232421875e-05,7.867813110351562e-06,1.8835067749023438e-05,5.9604644775390625e-06
0.0010716915130615234,0.0005011558532714844,9.107589721679688e-05,3.504753112792969e-05,6.9141387939453125e-06,1.3828277587890625e-05,5.7220458984375e-06
0.0010721683502197266,0.0005030632019042969,9.202957153320312e-05,3.409385681152344e-05,8.106231689453125e-06,1.4066696166992188e-05,6.9141387939453125e-06
0.0011019706726074219,0.0004990100860595703,9.226799011230469e-05,3.3855438232421875e-05,8.106231689453125e-06,1.3113021850585938e-05,6.9141387939453125e-06
0.0011053085327148438,0.0004999637603759766,9.298324584960938e-05,3.504753112792969e-05,7.152557373046875e-06,1.2636184692382812e-05,7.152557373046875e-06
0.0011227130889892578,0.0006079673767089844,9.298324584960938e-05,3.504753112792969e-05,7.867813110351562e-06,1.1920928955078125e-05,7.152557373046875e-06
0.0010819435119628906,0.0005128383636474609,9.393692016601562e-05,3.4809112548828125e-05,8.106231689453125e-06,1.2874603271484375e-05,7.152557373046875e-06
0.0011150836944580078,0.0005211830139160156,9.489059448242188e-05,3.600120544433594e-05,6.9141387939453125e-06,1.2159347534179688e-05,7.152557373046875e-06
0.0011088848114013672,0.0005018711090087891,9.489059448242188e-05,3.504753112792969e-05,7.867813110351562e-06,1.2159347534179688e-05,7.152557373046875e-06
0.0011310577392578125,0.0005056858062744141,9.608268737792969e-05,3.5762786865234375e-05,9.059906005859375e-06,1.2874603271484375e-05,7.152557373046875e-06
0.001165151596069336,0.0004987716674804688,9.584426879882812e-05,3.600120544433594e-05,6.9141387939453125e-06,1.1920928955078125e-05,6.9141387939453125e-06
0.0011570453643798828,0.0004990100860595703,9.703636169433594e-05,3.62396240234375e-05,8.106231689453125e-06,1.2874603271484375e-05,5.9604644775390625e-06
0.0011477470397949219,0.0005011558532714844,9.703636169433594e-05,3.600120544433594e-05,9.059906005859375e-06,1.1920928955078125e-05,5.7220458984375e-06
0.0015518665313720703,0.000514984130859375,9.799003601074219e-05,3.62396240234375e-05,8.344650268554688e-06,1.2874603271484375e-05,5.7220458984375e-06
0.0013051033020019531,0.0005049705505371094,9.894371032714844e-05,3.5762786865234375e-05,7.867813110351562e-06,1.2874603271484375e-05,5.9604644775390625e-06
0.001374959945678711,0.0005009174346923828,9.894371032714844e-05,3.695487976074219e-05,8.106231689453125e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.0013811588287353516,0.0005018711090087891,9.918212890625e-05,3.6716461181640625e-05,7.867813110351562e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0014650821685791016,0.0004999637603759766,9.989738464355469e-05,3.6716461181640625e-05,6.9141387939453125e-06,1.1920928955078125e-05,5.9604644775390625e-06
0.00205230712890625,0.0005021095275878906,0.00010085105895996094,3.719329833984375e-05,7.867813110351562e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0013699531555175781,0.0005002021789550781,0.00010180473327636719,3.814697265625e-05,9.298324584960938e-06,1.2159347534179688e-05,5.9604644775390625e-06
0.001428842544555664,0.0005340576171875,0.000102996826171875,3.719329833984375e-05,7.867813110351562e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.0013430118560791016,0.0005099773406982422,0.00010275840759277344,3.814697265625e-05,7.867813110351562e-06,1.2874603271484375e-05,5.9604644775390625e-06
0.0013608932495117188,0.0005061626434326172,0.00010704994201660156,3.814697265625e-05,6.9141387939453125e-06,1.3113021850585938e-05,6.198883056640625e-06
0.0012853145599365234,0.0005056858062744141,0.00010800361633300781,3.814697265625e-05,9.059906005859375e-06,1.3113021850585938e-05,6.198883056640625e-06
0.0012810230255126953,0.0005047321319580078,0.00010895729064941406,3.910064697265625e-05,7.867813110351562e-06,1.1920928955078125e-05,6.198883056640625e-06
0.001325845718383789,0.0005099773406982422,0.00010919570922851562,3.886222839355469e-05,6.9141387939453125e-06,1.3113021850585938e-05,6.198883056640625e-06
0.0013251304626464844,0.0005049705505371094,0.00010800361633300781,3.910064697265625e-05,8.106231689453125e-06,1.1920928955078125e-05,6.198883056640625e-06
0.0013661384582519531,0.0005078315734863281,0.00010895729064941406,3.886222839355469e-05,8.106231689453125e-06,1.3113021850585938e-05,5.9604644775390625e-06
0.001360177993774414,0.0005052089691162109,0.00010895729064941406,3.981590270996094e-05,7.152557373046875e-06,1.2159347534179688e-05,5.7220458984375e-06
0.0014319419860839844,0.0005402565002441406,0.00010967254638671875,4.00543212890625e-05,7.867813110351562e-06,1.2159347534179688e-05,5.7220458984375e-06
0.001444101333618164,0.0005712509155273438,0.00011181831359863281,4.029273986816406e-05,8.106231689453125e-06,1.3113021850585938e-05,5.7220458984375e-06
