Recursion,Stack
0.00012731552124023438,2.6941299438476562e-05
0.0001289844512939453,2.5987625122070312e-05
0.0001289844512939453,2.7894973754882812e-05
0.00013065338134765625,2.574920654296875e-05
0.00013208389282226562,2.7894973754882812e-05
0.0001342296600341797,2.7894973754882812e-05
0.00018715858459472656,2.7894973754882812e-05
0.00013899803161621094,2.7894973754882812e-05
0.00016188621520996094,2.7894973754882812e-05
0.00014019012451171875,2.6941299438476562e-05
0.0001392364501953125,2.7179718017578125e-05
0.000141143798828125,2.8133392333984375e-05
0.0003349781036376953,2.8133392333984375e-05
0.00017905235290527344,2.8133392333984375e-05
0.0002028942108154297,2.9325485229492188e-05
0.0001480579376220703,2.9087066650390625e-05
0.0001468658447265625,2.8848648071289062e-05
0.00014781951904296875,2.8848648071289062e-05
0.00014710426330566406,3.0040740966796875e-05
0.0001480579376220703,3.0279159545898438e-05
0.00017380714416503906,2.9802322387695312e-05
0.0001659393310546875,3.0040740966796875e-05
0.0001761913299560547,3.0994415283203125e-05
0.00015401840209960938,3.0994415283203125e-05
0.00015401840209960938,3.0040740966796875e-05
0.0001552104949951172,3.0994415283203125e-05
0.00015687942504882812,3.0994415283203125e-05
0.0001571178436279297,3.1948089599609375e-05
0.00015807151794433594,3.0994415283203125e-05
0.00017690658569335938,3.1948089599609375e-05
0.00016188621520996094,3.218650817871094e-05
0.00017714500427246094,3.2901763916015625e-05
0.0001819133758544922,3.2901763916015625e-05
0.0001678466796875,3.1948089599609375e-05
0.00016570091247558594,3.314018249511719e-05
0.00016880035400390625,3.314018249511719e-05
0.00016808509826660156,3.314018249511719e-05
0.00016999244689941406,3.409385681152344e-05
0.0001690387725830078,3.409385681152344e-05
0.0001728534698486328,3.409385681152344e-05
0.00017309188842773438,3.409385681152344e-05
0.00017309188842773438,3.3855438232421875e-05
0.00017523765563964844,3.4809112548828125e-05
0.00017571449279785156,3.528594970703125e-05
0.00017714500427246094,3.600120544433594e-05
0.00017786026000976562,3.4809112548828125e-05
0.00017905235290527344,3.5762786865234375e-05
0.00018095970153808594,3.62396240234375e-05
0.0001800060272216797,3.600120544433594e-05
0.00018095970153808594,3.600120544433594e-05
0.00018310546875,3.695487976074219e-05
0.00018286705017089844,3.5762786865234375e-05
0.000186920166015625,3.695487976074219e-05
0.00017189979553222656,3.719329833984375e-05
0.00016617774963378906,3.719329833984375e-05
0.0001850128173828125,3.719329833984375e-05
0.00016999244689941406,3.719329833984375e-05
0.00016927719116210938,3.814697265625e-05
0.0001690387725830078,3.814697265625e-05
0.00016880035400390625,3.933906555175781e-05
0.0001709461212158203,3.886222839355469e-05
0.0001728534698486328,3.910064697265625e-05
0.00017309188842773438,3.886222839355469e-05
0.00019097328186035156,3.886222839355469e-05
0.00017714500427246094,3.910064697265625e-05
0.0001900196075439453,4.00543212890625e-05
0.00017881393432617188,4.00543212890625e-05
0.00017786026000976562,4.076957702636719e-05
0.0001800060272216797,4.076957702636719e-05
0.0001800060272216797,4.100799560546875e-05
0.0002791881561279297,4.124641418457031e-05
0.0002319812774658203,4.100799560546875e-05
0.0001850128173828125,4.1961669921875e-05
0.00019693374633789062,4.1961669921875e-05
0.000186920166015625,4.100799560546875e-05
0.00018787384033203125,4.1961669921875e-05
0.00024700164794921875,4.220008850097656e-05
0.00019097328186035156,4.315376281738281e-05
0.00031280517578125,4.291534423828125e-05
0.00022101402282714844,4.291534423828125e-05
0.00019097328186035156,4.291534423828125e-05
0.00019502639770507812,4.291534423828125e-05
0.0001938343048095703,4.291534423828125e-05
0.00024890899658203125,4.38690185546875e-05
0.0001990795135498047,4.410743713378906e-05
0.00019598007202148438,4.410743713378906e-05
0.00019788742065429688,4.410743713378906e-05
0.00020503997802734375,4.506111145019531e-05
0.0002028942108154297,4.506111145019531e-05
0.00025200843811035156,4.410743713378906e-05
0.00022482872009277344,4.506111145019531e-05
0.00018095970153808594,4.506111145019531e-05
0.00019598007202148438,4.601478576660156e-05
0.00018215179443359375,4.601478576660156e-05
0.0001819133758544922,4.601478576660156e-05
0.0001838207244873047,4.601478576660156e-05
0.00018405914306640625,4.696846008300781e-05
0.00018596649169921875,4.696846008300781e-05
0.00018668174743652344,4.7206878662109375e-05
0.00019598007202148438,4.7206878662109375e-05
0.0002110004425048828,4.696846008300781e-05
0.00022411346435546875,4.696846008300781e-05
0.0002129077911376953,4.792213439941406e-05
0.00022101402282714844,4.792213439941406e-05
0.00022912025451660156,4.887580871582031e-05
0.00024199485778808594,4.792213439941406e-05
0.00026297569274902344,4.9114227294921875e-05
0.0002522468566894531,4.9114227294921875e-05
0.0002219676971435547,4.9114227294921875e-05
0.00023412704467773438,4.887580871582031e-05
0.00022602081298828125,5.0067901611328125e-05
0.0002300739288330078,4.982948303222656e-05
0.0002391338348388672,4.982948303222656e-05
0.00022411346435546875,5.0067901611328125e-05
0.00022482872009277344,4.982948303222656e-05
0.00022482872009277344,4.982948303222656e-05
0.0002276897430419922,5.0067901611328125e-05
0.00022864341735839844,5.0067901611328125e-05
0.0002372264862060547,5.1021575927734375e-05
0.00023126602172851562,5.078315734863281e-05
0.0002307891845703125,5.1975250244140625e-05
0.00023293495178222656,5.1021575927734375e-05
0.00023508071899414062,5.1975250244140625e-05
0.00023508071899414062,5.1975250244140625e-05
0.0002560615539550781,5.1975250244140625e-05
0.0002372264862060547,5.316734313964844e-05
0.00023794174194335938,5.2928924560546875e-05
0.00023865699768066406,5.1975250244140625e-05
0.00023984909057617188,5.412101745605469e-05
0.00024127960205078125,5.2928924560546875e-05
0.00024199485778808594,5.2928924560546875e-05
0.00024199485778808594,5.412101745605469e-05
0.00024390220642089844,5.412101745605469e-05
0.000244140625,5.412101745605469e-05
0.0002460479736328125,5.507469177246094e-05
0.00024700164794921875,5.507469177246094e-05
0.0002472400665283203,5.507469177246094e-05
0.00024700164794921875,5.626678466796875e-05
0.00025010108947753906,5.5789947509765625e-05
0.0002522468566894531,5.602836608886719e-05
0.00026607513427734375,5.7220458984375e-05
0.0002579689025878906,5.698204040527344e-05
0.0002560615539550781,5.888938903808594e-05
0.0002560615539550781,5.91278076171875e-05
0.0002570152282714844,5.91278076171875e-05
0.0002586841583251953,6.29425048828125e-05
0.00029206275939941406,5.888938903808594e-05
0.0002608299255371094,6.103515625e-05
0.00026226043701171875,5.888938903808594e-05
0.00026297569274902344,6.008148193359375e-05
0.0002620220184326172,6.103515625e-05
0.0002627372741699219,6.008148193359375e-05
0.000263214111328125,6.008148193359375e-05
0.0002651214599609375,6.103515625e-05
0.00026488304138183594,6.103515625e-05
0.00026679039001464844,6.127357482910156e-05
0.0002682209014892578,6.079673767089844e-05
0.00026798248291015625,6.198883056640625e-05
0.00026988983154296875,6.222724914550781e-05
0.000270843505859375,6.198883056640625e-05
0.0002720355987548828,6.29425048828125e-05
0.0002741813659667969,6.389617919921875e-05
0.0002739429473876953,6.29425048828125e-05
0.0002758502960205078,9.918212890625e-05
0.00029087066650390625,6.699562072753906e-05
0.0002779960632324219,6.508827209472656e-05
0.0002791881561279297,6.461143493652344e-05
0.0002789497375488281,6.508827209472656e-05
0.0002789497375488281,6.604194641113281e-05
0.0002810955047607422,6.4849853515625e-05
0.0002818107604980469,6.628036499023438e-05
0.0002830028533935547,6.604194641113281e-05
0.0002887248992919922,6.461143493652344e-05
0.0002837181091308594,6.604194641113281e-05
0.0002701282501220703,6.604194641113281e-05
0.0002570152282714844,6.699562072753906e-05
0.0002601146697998047,6.604194641113281e-05
0.00026702880859375,6.699562072753906e-05
0.0002598762512207031,6.699562072753906e-05
0.0002613067626953125,6.794929504394531e-05
0.0002639293670654297,6.794929504394531e-05
0.00026488304138183594,6.699562072753906e-05
0.00026297569274902344,6.67572021484375e-05
0.0002639293670654297,6.723403930664062e-05
0.00026535987854003906,6.723403930664062e-05
0.0002658367156982422,6.67572021484375e-05
0.00026607513427734375,6.699562072753906e-05
0.00026702880859375,6.818771362304688e-05
0.0002779960632324219,6.818771362304688e-05
0.00026917457580566406,6.818771362304688e-05
0.0002701282501220703,6.771087646484375e-05
0.0002720355987548828,6.985664367675781e-05
0.0002720355987548828,7.104873657226562e-05
0.0002739429473876953,6.890296936035156e-05
0.0002741813659667969,7.009506225585938e-05
0.0002758502960205078,6.985664367675781e-05
0.0002758502960205078,7.081031799316406e-05
0.00027823448181152344,7.128715515136719e-05
0.0002779960632324219,7.128715515136719e-05
0.0002789497375488281,7.200241088867188e-05
0.0002951622009277344,7.176399230957031e-05
0.0002818107604980469,7.081031799316406e-05
0.00028014183044433594,7.176399230957031e-05
0.0002620220184326172,7.295608520507812e-05
0.0002601146697998047,7.295608520507812e-05
0.0002601146697998047,7.200241088867188e-05
0.00026106834411621094,7.295608520507812e-05
0.0002617835998535156,7.390975952148438e-05
0.000263214111328125,7.319450378417969e-05
0.00026297569274902344,7.414817810058594e-05
0.00026702880859375,7.414817810058594e-05
0.00026488304138183594,7.390975952148438e-05
0.00026702880859375,7.414817810058594e-05
0.00026607513427734375,7.414817810058594e-05
0.00026702880859375,7.510185241699219e-05
0.00026798248291015625,7.605552673339844e-05
0.0002689361572265625,7.510185241699219e-05
0.00027108192443847656,7.510185241699219e-05
0.0002741813659667969,7.605552673339844e-05
0.00027108192443847656,7.557868957519531e-05
0.0002720355987548828,7.700920104980469e-05
0.0002720355987548828,7.605552673339844e-05
0.0002739429473876953,7.581710815429688e-05
0.0002999305725097656,7.700920104980469e-05
0.0002758502960205078,7.987022399902344e-05
0.0002760887145996094,7.677078247070312e-05
0.00028014183044433594,7.772445678710938e-05
0.0002779960632324219,7.915496826171875e-05
0.0002799034118652344,7.987022399902344e-05
0.0002799034118652344,7.891654968261719e-05
0.00028014183044433594,7.891654968261719e-05
0.00026798248291015625,7.915496826171875e-05
0.0002601146697998047,7.915496826171875e-05
0.0002601146697998047,7.891654968261719e-05
0.00026106834411621094,8.0108642578125e-05
0.000263214111328125,8.034706115722656e-05
0.00026702880859375,8.225440979003906e-05
0.0002639293670654297,8.106231689453125e-05
0.00026798248291015625,8.606910705566406e-05
0.00026607513427734375,8.082389831542969e-05
0.00026607513427734375,8.177757263183594e-05
0.00026702880859375,8.225440979003906e-05
0.00026702880859375,8.225440979003906e-05
0.00026798248291015625,8.20159912109375e-05
0.0002689361572265625,8.296966552734375e-05
0.00027179718017578125,8.296966552734375e-05
0.00026988983154296875,0.00010204315185546875
0.0002789497375488281,8.392333984375e-05
0.0002791881561279297,8.511543273925781e-05
0.00027298927307128906,8.392333984375e-05
0.0002739429473876953,8.893013000488281e-05
0.0002739429473876953,8.511543273925781e-05
0.0002758502960205078,8.511543273925781e-05
0.0002758502960205078,8.487701416015625e-05
0.0002770423889160156,8.511543273925781e-05
0.0002770423889160156,8.487701416015625e-05
0.0002779960632324219,8.58306884765625e-05
0.0002789497375488281,8.606910705566406e-05
0.00028014183044433594,8.988380432128906e-05
0.0002727508544921875,0.00010991096496582031
0.00026416778564453125,9.799003601074219e-05
0.0002639293670654297,9.179115295410156e-05
0.0002639293670654297,9.226799011230469e-05
0.00026488304138183594,9.202957153320312e-05
0.00026702880859375,0.00011014938354492188
0.0002689361572265625,9.799003601074219e-05
0.00026798248291015625,9.298324584960938e-05
0.00026798248291015625,9.393692016601562e-05
0.0002689361572265625,9.322166442871094e-05
0.0002696514129638672,9.298324584960938e-05
0.000270843505859375,9.298324584960938e-05
0.000270843505859375,9.322166442871094e-05
0.0002727508544921875,9.608268737792969e-05
0.00027489662170410156,9.393692016601562e-05
0.0002741813659667969,9.393692016601562e-05
0.0002741813659667969,9.202957153320312e-05
0.0002739429473876953,9.489059448242188e-05
0.0002751350402832031,9.512901306152344e-05
0.00027632713317871094,9.5367431640625e-05
0.0002758502960205078,9.703636169433594e-05
0.0002779960632324219,9.655952453613281e-05
0.0002779960632324219,9.894371032714844e-05
0.0002810955047607422,9.489059448242188e-05
0.0002789497375488281,9.512901306152344e-05
0.0002799034118652344,9.489059448242188e-05
0.0002810955047607422,9.489059448242188e-05
0.00028324127197265625,9.894371032714844e-05
0.0002849102020263672,9.489059448242188e-05
0.00028395652770996094,9.393692016601562e-05
0.00028395652770996094,9.393692016601562e-05
0.00028514862060546875,9.489059448242188e-05
0.00028514862060546875,9.584426879882812e-05
0.00028586387634277344,9.560585021972656e-05
0.0002868175506591797,9.608268737792969e-05
0.00028204917907714844,9.799003601074219e-05
0.00026702880859375,9.608268737792969e-05
0.0002682209014892578,9.703636169433594e-05
0.00026917457580566406,9.703636169433594e-05
0.00027179718017578125,9.703636169433594e-05
0.00026988983154296875,9.775161743164062e-05
0.00027179718017578125,9.703636169433594e-05
0.0002758502960205078,9.703636169433594e-05
0.0002732276916503906,9.799003601074219e-05
0.0002732276916503906,9.799003601074219e-05
0.00027489662170410156,9.775161743164062e-05
0.00027489662170410156,9.799003601074219e-05
0.0002758502960205078,9.918212890625e-05
0.0002799034118652344,9.894371032714844e-05
0.0002758502960205078,9.894371032714844e-05
0.0002779960632324219,9.918212890625e-05
0.0002791881561279297,9.918212890625e-05
0.0002818107604980469,9.918212890625e-05
0.0002791881561279297,9.870529174804688e-05
0.0002880096435546875,0.00010013580322265625
0.0002810955047607422,0.00010395050048828125
0.0002830028533935547,0.00012087821960449219
0.000286102294921875,0.00010013580322265625
0.00028395652770996094,0.0001010894775390625
0.00028395652770996094,0.00010013580322265625
0.0002849102020263672,0.00010132789611816406
0.0002849102020263672,0.00010514259338378906
0.00028586387634277344,0.0001010894775390625
0.00028896331787109375,0.0001049041748046875
0.0002880096435546875,0.00010204315185546875
0.0002880096435546875,0.000102996826171875
0.0002892017364501953,0.00012087821960449219
0.0002899169921875,0.0001201629638671875
0.0002911090850830078,0.00010275840759277344
0.0002911090850830078,0.00010395050048828125
0.0002951622009277344,0.00011992454528808594
0.00029206275939941406,0.00010395050048828125
0.0002942085266113281,0.0001049041748046875
0.0002942085266113281,0.00010514259338378906
0.0002942085266113281,0.0001049041748046875
0.0002951622009277344,0.0001049041748046875
0.0002932548522949219,0.00010538101196289062
0.000286102294921875,0.00010704994201660156
0.00028705596923828125,0.00010991096496582031
0.0002880096435546875,0.00011181831359863281
0.0002868175506591797,0.00011301040649414062
0.00028896331787109375,0.00010967254638671875
0.0002892017364501953,0.00011491775512695312
0.00029206275939941406,0.00010800361633300781
0.0002930164337158203,0.00010919570922851562
0.00029206275939941406,0.00011014938354492188
0.0002911090850830078,0.00010776519775390625
0.0003116130828857422,0.00010800361633300781
0.00029277801513671875,0.00010895729064941406
0.00029397010803222656,0.00010991096496582031
0.00029397010803222656,0.00010895729064941406
0.00029468536376953125,0.00010991096496582031
0.00029587745666503906,0.00010895729064941406
0.0002970695495605469,0.00010895729064941406
0.0002968311309814453,0.00011014938354492188
0.0003020763397216797,0.00011014938354492188
0.00030612945556640625,0.00011086463928222656
0.0003001689910888672,0.00011086463928222656
0.0003008842468261719,0.00011086463928222656
0.00030112266540527344,0.00011110305786132812
0.0003008842468261719,0.00011229515075683594
0.00030112266540527344,0.00011706352233886719
0.0003020763397216797,0.00011301040649414062
0.00030684471130371094,0.00011301040649414062
0.00030112266540527344,0.00011324882507324219
0.00030112266540527344,0.00011420249938964844
0.0003018379211425781,0.00011324882507324219
0.0003018379211425781,0.00011420249938964844
0.0003039836883544922,0.00011277198791503906
0.0003039836883544922,0.00011372566223144531
0.0003039836883544922,0.00011396408081054688
0.0003058910369873047,0.00011610984802246094
0.0003120899200439453,0.00011491775512695312
0.00030684471130371094,0.00011706352233886719
0.0003077983856201172,0.0001163482666015625
0.0003070831298828125,0.00011491775512695312
0.00031113624572753906,0.00011587142944335938
0.000308990478515625,0.00011587142944335938
0.0003101825714111328,0.00011801719665527344
0.00031065940856933594,0.00011801719665527344
0.00031304359436035156,0.00011801719665527344
0.00031185150146484375,0.00011801719665527344
0.0003151893615722656,0.00011682510375976562
0.0003120899200439453,0.00012087821960449219
0.00031375885009765625,0.00011801719665527344
0.00031375885009765625,0.00012803077697753906
0.0003170967102050781,0.0001239776611328125
0.0003108978271484375,0.00011920928955078125
0.00031113624572753906,0.00011897087097167969
0.0003161430358886719,0.00011968612670898438
0.0003132820129394531,0.00011992454528808594
0.00031304359436035156,0.00011992454528808594
0.00031375885009765625,0.00011992454528808594
0.0003147125244140625,0.00012087821960449219
0.0003178119659423828,0.00012111663818359375
0.0003161430358886719,0.0001220703125
0.0003199577331542969,0.0001220703125
0.0003178119659423828,0.0001251697540283203
0.0003209114074707031,0.00012302398681640625
0.0003180503845214844,0.00012302398681640625
0.0003190040588378906,0.00012302398681640625
0.0003190040588378906,0.00012302398681640625
0.0003190040588378906,0.0001232624053955078
0.00032067298889160156,0.0001227855682373047
0.00032401084899902344,0.00012612342834472656
0.00032210350036621094,0.00012612342834472656
0.0003228187561035156,0.0001251697540283203
0.0003230571746826172,0.0001239776611328125
0.0003249645233154297,0.00013399124145507812
0.0003299713134765625,0.0001289844512939453
0.0003330707550048828,0.00013017654418945312
0.0003311634063720703,0.00012731552124023438
0.00033283233642578125,0.0001270771026611328
0.00033211708068847656,0.0001270771026611328
0.0003352165222167969,0.00012683868408203125
0.00033402442932128906,0.00012683868408203125
0.00033402442932128906,0.0001270771026611328
0.00033473968505859375,0.00012683868408203125
0.00033473968505859375,0.00012803077697753906
0.000335693359375,0.00012803077697753906
0.0003368854522705078,0.0001289844512939453
0.0003371238708496094,0.0001289844512939453
0.0003399848937988281,0.0001289844512939453
0.0003418922424316406,0.0001289844512939453
0.00034308433532714844,0.0001289844512939453
0.0003399848937988281,0.00012993812561035156
0.0003418922424316406,0.0001308917999267578
0.00034427642822265625,0.00013113021850585938
0.0003418922424316406,0.0001308917999267578
0.0003418922424316406,0.00013208389282226562
0.00034308433532714844,0.0001308917999267578
0.00034308433532714844,0.00013208389282226562
0.0003440380096435547,0.00013208389282226562
0.00034809112548828125,0.0001308917999267578
0.00034499168395996094,0.00013184547424316406
0.00034618377685546875,0.00013589859008789062
0.0003457069396972656,0.0001327991485595703
0.0003478527069091797,0.00013494491577148438
0.00034809112548828125,0.00013828277587890625
0.00034809112548828125,0.00014019012451171875
0.0004069805145263672,0.000141143798828125
0.00043272972106933594,0.00014066696166992188
0.0004177093505859375,0.00015592575073242188
0.0003829002380371094,0.00014472007751464844
0.0004420280456542969,0.00014400482177734375
0.00041604042053222656,0.00014591217041015625
0.0003859996795654297,0.00014019012451171875
0.0003879070281982422,0.000141143798828125
0.0003829002380371094,0.00014209747314453125
0.00042700767517089844,0.00014209747314453125
0.0003790855407714844,0.00014209747314453125
0.00035500526428222656,0.0001418590545654297
0.0003571510314941406,0.00014495849609375
0.0003571510314941406,0.00014734268188476562
0.0003571510314941406,0.0001461505889892578
0.0004200935363769531,0.00014400482177734375
0.0004029273986816406,0.00018715858459472656
0.00043320655822753906,0.0001552104949951172
0.0004191398620605469,0.0001499652862548828
0.00041294097900390625,0.00014591217041015625
0.00037980079650878906,0.00014495849609375
0.00036215782165527344,0.00014901161193847656
0.0003829002380371094,0.0001480579376220703
0.0004229545593261719,0.0001499652862548828
0.0004229545593261719,0.00018310546875
0.00044083595275878906,0.00015091896057128906
0.0004038810729980469,0.0001468658447265625
0.0004119873046875,0.00014901161193847656
0.0003662109375,0.0001499652862548828
0.00036716461181640625,0.00017070770263671875
0.00036907196044921875,0.0001442432403564453
0.00036907196044921875,0.00014281272888183594
0.00038909912109375,0.00014281272888183594
0.00039196014404296875,0.00014472007751464844
0.00037097930908203125,0.00014495849609375
0.0003750324249267578,0.0001480579376220703
0.00041174888610839844,0.0001442432403564453
0.0004379749298095703,0.00014519691467285156
0.00041103363037109375,0.000148773193359375
0.0004191398620605469,0.0001468658447265625
0.0004410743713378906,0.00014781951904296875
0.0004398822784423828,0.00014781951904296875
0.0003972053527832031,0.0001480579376220703
0.00045013427734375,0.00014901161193847656
0.0003898143768310547,0.0001499652862548828
0.00041604042053222656,0.0001499652862548828
0.00038909912109375,0.00015282630920410156
0.00045418739318847656,0.00015020370483398438
0.00044989585876464844,0.0001499652862548828
0.00043201446533203125,0.0001518726348876953
0.0004291534423828125,0.00015091896057128906
0.0004799365997314453,0.0001537799835205078
0.0003781318664550781,0.0001518726348876953
0.0003800392150878906,0.00015211105346679688
0.00038313865661621094,0.00015211105346679688
0.0003859996795654297,0.00015306472778320312
0.0003829002380371094,0.00015282630920410156
0.0003809928894042969,0.0001556873321533203
0.00038123130798339844,0.00015592575073242188
0.0003819465637207031,0.00015401840209960938
0.0003809928894042969,0.00015425682067871094
0.0003838539123535156,0.00016808509826660156
0.0003829002380371094,0.0001533031463623047
0.0003845691680908203,0.00015401840209960938
0.00038695335388183594,0.00015497207641601562
0.00038814544677734375,0.00015616416931152344
0.00038695335388183594,0.00015783309936523438
0.0003857612609863281,0.0001556873321533203
0.00038814544677734375,0.00015592575073242188
0.00038909912109375,0.0001556873321533203
0.0003902912139892578,0.00015616416931152344
0.0004220008850097656,0.00015783309936523438
0.0004019737243652344,0.00015687942504882812
0.00039458274841308594,0.00015687942504882812
0.0003972053527832031,0.00015783309936523438
0.0003972053527832031,0.00015783309936523438
0.00039696693420410156,0.0001590251922607422
0.000396728515625,0.00015997886657714844
0.0003981590270996094,0.0001590251922607422
0.0004012584686279297,0.0001590251922607422
0.0004000663757324219,0.00017499923706054688
0.0004010200500488281,0.00017523765563964844
0.000408172607421875,0.00016188621520996094
0.0004138946533203125,0.0001621246337890625
0.0004119873046875,0.0001609325408935547
0.00042319297790527344,0.0001609325408935547
0.00041794776916503906,0.0001609325408935547
0.0004200935363769531,0.00016188621520996094
0.0004169940948486328,0.00016307830810546875
0.0004169940948486328,0.0001621246337890625
0.0004138946533203125,0.00016188621520996094
0.0004220008850097656,0.0001621246337890625
0.0004169940948486328,0.00016307830810546875
0.00041985511779785156,0.00016307830810546875
0.00041484832763671875,0.00016069412231445312
0.00041866302490234375,0.0001609325408935547
0.0004169940948486328,0.00016307830810546875
0.00045228004455566406,0.00016379356384277344
0.0004220008850097656,0.00016307830810546875
0.0004322528839111328,0.00016307830810546875
0.0004150867462158203,0.00016427040100097656
0.00041294097900390625,0.00016379356384277344
0.00041413307189941406,0.0001628398895263672
0.00041794776916503906,0.00016379356384277344
0.0004177093505859375,0.000164031982421875
0.0004150867462158203,0.0001652240753173828
0.0004177093505859375,0.0001652240753173828
0.0004191398620605469,0.0001652240753173828
0.0004210472106933594,0.00016617774963378906
0.0004291534423828125,0.0001671314239501953
0.0004291534423828125,0.00016617774963378906
0.00044083595275878906,0.00016808509826660156
0.00043392181396484375,0.00017189979553222656
0.0004363059997558594,0.0001761913299560547
0.0004417896270751953,0.00017905235290527344
0.00046372413635253906,0.00017881393432617188
0.00043392181396484375,0.0001780986785888672
