,BruteForce,CoprimeDecomposition,Stack,GeneralSolution,BinaryTrick,ReadingFromList
1,0.0163109302520751,0.0015442371368408,0.0001389980316162,0.0001227855682373,0.0001730918884277,0.019003868103027344
2,0.0163979530334472,0.0015690326690673,0.0001518726348876,0.0001349449157714,0.0001869201660156,0.01908087730407715
3,0.0164141654968261,0.0016183853149414,0.0001547336578369,0.0001387596130371,0.0001962184906005,0.019089937210083008
4,0.0164330005645751,0.0016272068023681,0.0001590251922607,0.0001418590545654,0.0002040863037109,0.01909780502319336
5,0.0164480209350585,0.0016603469848632,0.0001616477966308,0.0001449584960937,0.0002119541168212,0.019104957580566406
6,0.0164661407470703,0.0016953945159912,0.0001647472381591,0.000148057937622,0.0002200603485107,0.01911187171936035
7,0.0164880752563476,0.0017251968383789,0.000169038772583,0.0001506805419921,0.0002272129058837,0.019118785858154297
8,0.0165059566497802,0.0017333030700683,0.0001716613769531,0.0001537799835205,0.0002350807189941,0.019125938415527344
9,0.0165250301361084,0.0017852783203125,0.0001759529113769,0.0001578330993652,0.0002429485321044,0.01913285255432129
10,0.0165450572967529,0.0018341541290283,0.0001800060272216,0.0001606941223144,0.0002510547637939,0.019139766693115234
11,0.0165660381317138,0.0018811225891113,0.0001838207244873,0.0001637935638427,0.0002582073211669,0.019145965576171875
12,0.0165889263153076,0.0019283294677734,0.000187873840332,0.0001678466796875,0.0002660751342773,0.01915287971496582
13,0.0166139602661132,0.0019762516021728,0.0001919269561767,0.0001707077026367,0.0002729892730712,0.019160032272338867
14,0.016639232635498,0.0020282268524169,0.0001957416534423,0.000173807144165,0.0002810955047607,0.019166946411132812
15,0.0166702270507812,0.0020751953125,0.0002009868621826,0.0001769065856933,0.0002880096435546,0.019173860549926758
16,0.0167021751403808,0.0020830631256103,0.0002048015594482,0.000180959701538,0.0002961158752441,0.0191800594329834
17,0.0167350769042968,0.0021650791168212,0.0002098083496093,0.0001838207244873,0.0003039836883544,0.019186973571777344
18,0.0167698860168457,0.0022501945495605,0.0002148151397705,0.000187873840332,0.0003120899200439,0.01919388771057129
19,0.0168049335479736,0.002331256866455,0.0002198219299316,0.0001909732818603,0.0003201961517333,0.019201040267944336
20,0.0168440341949462,0.0024120807647705,0.0002257823944091,0.0001938343048095,0.0003280639648437,0.01920795440673828
21,0.0168821811676025,0.0025372505187988,0.0002307891845703,0.0001978874206542,0.0003359317779541,0.01921367645263672
22,0.0169219970703125,0.0029191970825195,0.0002357959747314,0.0002009868621826,0.0003442764282226,0.019220829010009766
23,0.0169639587402343,0.0029990673065185,0.000241994857788,0.0002048015594482,0.000352144241333,0.01922774314880371
24,0.0170121192932128,0.0030829906463623,0.0002477169036865,0.0002079010009765,0.0003600120544433,0.019234657287597656
25,0.0170590877532959,0.0033211708068847,0.0002539157867431,0.0002110004425048,0.0003671646118164,0.019240856170654297
26,0.0171098709106445,0.0034072399139404,0.0002598762512207,0.0002148151397705,0.0003750324249267,0.019247770309448242
27,0.0171601772308349,0.0035672187805175,0.0002660751342773,0.0002179145812988,0.0003831386566162,0.01925492286682129
28,0.0172131061553955,0.0037140846252441,0.0002727508544921,0.0002219676971435,0.0003910064697265,0.01926279067993164
