,BruteForce,CoprimeDecomposition,Stack,GeneralSolution,BinaryTrick,ReadingFromList
1,0.0198659896850585,0.0002002716064453,0.0001049041748046,9.894371032714844e-05,0.0001440048217773,0.015784740447998047
2,0.0199871063232421,0.000216007232666,0.0001137256622314,0.0001070499420166,0.0001571178436279,0.015848875045776367
3,0.02000093460083,0.0002601146697998,0.0001180171966552,0.0001099109649658,0.0001659393310546,0.015858888626098633
4,0.0200200080871582,0.0002691745758056,0.0001208782196044,0.0001130104064941,0.0001742839813232,0.015865802764892578
5,0.0200350284576416,0.0003020763397216,0.0001237392425537,0.0001161098480224,0.00018310546875,0.015872955322265625
6,0.020050048828125,0.0003361701965332,0.0001277923583984,0.000119924545288,0.0001909732818603,0.01587986946105957
7,0.0200660228729248,0.0003671646118164,0.0001308917999267,0.0001230239868164,0.0001990795135498,0.015886783599853516
8,0.0200839042663574,0.0003750324249267,0.0001347064971923,0.0001261234283447,0.0002071857452392,0.015893936157226562
9,0.0201032161712646,0.0004270076751708,0.0001389980316162,0.0001289844512939,0.0002150535583496,0.0158998966217041
10,0.02012300491333,0.0004751682281494,0.0001430511474609,0.0001330375671386,0.000223159790039,0.015906810760498047
11,0.0201451778411865,0.0005221366882324,0.0001468658447265,0.0001358985900878,0.000230073928833,0.015913963317871094
12,0.0201690196990966,0.0005722045898437,0.0001509189605712,0.0001389980316162,0.0002381801605224,0.01592087745666504
13,0.0201930999755859,0.0006189346313476,0.000154972076416,0.0001428127288818,0.0002460479736328,0.015926599502563477
14,0.020219087600708,0.0006680488586425,0.0001599788665771,0.0001459121704101,0.0002529621124267,0.015933752059936523
15,0.0202479362487792,0.0007121562957763,0.0001649856567382,0.0001490116119384,0.0002613067626953,0.015939712524414062
16,0.020280122756958,0.0007200241088867,0.0001688003540039,0.0001528263092041,0.0002691745758056,0.01594686508178711
17,0.020313024520874,0.0007960796356201,0.0001740455627441,0.0001559257507324,0.000277042388916,0.015953779220581055
18,0.0203480720520019,0.0008742809295654,0.0001797676086425,0.0001599788665771,0.0002849102020263,0.015960693359375
19,0.0203859806060791,0.0009500980377197,0.0001850128173828,0.0001640319824218,0.0002923011779785,0.01596689224243164
20,0.0204248428344726,0.0010271072387695,0.0001909732818603,0.000166893005371,0.0003001689910888,0.015973806381225586
21,0.0204629898071289,0.0011072158813476,0.0001959800720214,0.0001711845397949,0.0003080368041992,0.01598072052001953
22,0.0205020904541015,0.0011870861053466,0.000201940536499,0.0001749992370605,0.0003159046173095,0.015987873077392578
23,0.0205440521240234,0.00126314163208,0.0002081394195556,0.0001780986785888,0.0003230571746826,0.015993833541870117
24,0.0205922126770019,0.0013432502746582,0.0002138614654541,0.0001821517944335,0.000331163406372,0.016000986099243164
25,0.0206389427185058,0.0014221668243408,0.000220775604248,0.0001859664916992,0.0003390312194824,0.01600790023803711
26,0.0206911563873291,0.0015022754669189,0.000227928161621,0.0001890659332275,0.0003468990325927,0.016014814376831055
27,0.0207421779632568,0.001579999923706,0.0002338886260986,0.0001931190490722,0.0003540515899658,0.016020774841308594
28,0.0207941532135009,0.0016591548919677,0.0002408027648925,0.0001959800720214,0.0003621578216552,0.01602768898010254
29,0.0208492279052734,0.0017361640930175,0.0002479553222656,0.0002000331878662,0.0003700256347656,0.016034603118896484
30,0.0209052562713623,0.0018150806427001,0.0002548694610595,0.0002031326293945,0.0003771781921386,0.016040802001953125
31,0.0209619998931884,0.0018911361694335,0.0002617835998535,0.0002059936523437,0.000385046005249,0.01604771614074707
32,0.0210301876068115,0.0018990039825439,0.0002698898315429,0.0002100467681884,0.0003931522369384,0.016054630279541016
33,0.021104097366333,0.0020389556884765,0.0002768039703369,0.0002140998840332,0.0004010200500488,0.016061782836914062
34,0.0211780071258544,0.0021800994873046,0.0002849102020263,0.0002179145812988,0.0004091262817382,0.016068696975708008
35,0.021252155303955,0.0023212432861328,0.0002930164337158,0.0002210140228271,0.0004172325134277,0.01607489585876465
36,0.0213449001312255,0.0024633407592773,0.0003008842468261,0.0002250671386718,0.000425100326538,0.016081809997558594
37,0.0214240550994873,0.0026030540466308,0.0003089904785156,0.0002288818359375,0.0004329681396484,0.01608872413635254
38,0.0215070247650146,0.0027439594268798,0.0003178119659423,0.0002319812774658,0.0004401206970214,0.01609492301940918
39,0.0215930938720703,0.002885103225708,0.0003256797790527,0.0002360343933105,0.0004479885101318,0.016101837158203125
40,0.0216832160949707,0.0030262470245361,0.0003349781036376,0.0002388954162597,0.0004560947418212,0.01610875129699707
41,0.0217771530151367,0.0031661987304687,0.0003440380096435,0.0002429485321044,0.0004639625549316,0.01611471176147461
42,0.0218710899353027,0.0033099651336669,0.0003528594970703,0.0002460479736328,0.000472068786621,0.016121625900268555
43,0.0219702720642089,0.0034501552581787,0.0003619194030761,0.0002498626708984,0.0004801750183105,0.016127824783325195
44,0.0220730304718017,0.0035922527313232,0.0003707408905029,0.0002539157867431,0.0004870891571044,0.01613473892211914
45,0.0221760272979736,0.0037360191345214,0.0003807544708251,0.0002570152282714,0.0004951953887939,0.016141653060913086
46,0.0222818851470947,0.0038771629333496,0.000389814376831,0.0002608299255371,0.0005030632019042,0.016147851943969727
47,0.0223910808563232,0.0040171146392822,0.0004000663757324,0.0002651214599609,0.0005111694335937,0.016154766082763672
48,0.0225052833557128,0.0041573047637939,0.0004100799560546,0.0002682209014892,0.0005190372467041,0.016161680221557617
49,0.0226171016693115,0.0042972564697265,0.0004200935363769,0.0002720355987548,0.0005271434783935,0.016167879104614258
50,0.0227329730987548,0.0044391155242919,0.0004298686981201,0.0002751350402832,0.000535249710083,0.016174793243408203
51,0.0228490829467773,0.0045790672302246,0.0004398822784423,0.0002791881561279,0.0005419254302978,0.01618194580078125
52,0.0229721069335937,0.0047202110290527,0.000450849533081,0.0002820491790771,0.0005500316619873,0.01618790626525879
53,0.0230951309204101,0.0048601627349853,0.0004608631134033,0.0002861022949218,0.0005581378936767,0.016194581985473633
54,0.0232272148132324,0.0050013065338134,0.000472068786621,0.0002892017364501,0.0005660057067871,0.01620197296142578
55,0.0233561992645263,0.005141258239746,0.0004830360412597,0.0002930164337158,0.0005741119384765,0.01620769500732422
